phase,source,lane,group,kclass,start_us,dur_us
prefill_eager,collector,host,idle,gpu_idle,19015.888,232.674
prefill_eager,collector,host,backbone,host_active,19248.562,2.272
prefill_eager,collector,host,idle,gpu_idle,19250.834,82.465
prefill_eager,collector,host,backbone,host_active,19333.299,5.568
prefill_eager,collector,host,idle,gpu_idle,19338.867,34.496
prefill_eager,collector,host,backbone,host_active,19373.363,1.504
prefill_eager,collector,host,idle,gpu_idle,19374.867,54.945
prefill_eager,collector,host,backbone,host_active,19429.812,13.44
prefill_eager,collector,host,idle,gpu_idle,19443.252,81.761
prefill_eager,collector,host,backbone,host_active,19525.013,5.984
prefill_eager,collector,host,idle,gpu_idle,19530.997,110.689
prefill_eager,collector,host,backbone,host_active,19641.686,15.84
prefill_eager,collector,host,idle,gpu_idle,19657.526,71.552
prefill_eager,collector,host,backbone,host_active,19729.078,7.68
prefill_eager,collector,host,idle,gpu_idle,19736.758,92.353
prefill_eager,collector,host,backbone,host_active,19829.111,2.08
prefill_eager,collector,host,idle,gpu_idle,19831.191,16.513
prefill_eager,collector,host,backbone,host_active,19847.704,6.88
prefill_eager,collector,host,idle,gpu_idle,19854.584,160.961
prefill_eager,collector,host,backbone,host_active,20015.545,3.008
prefill_eager,collector,host,idle,gpu_idle,20018.553,17.024
prefill_eager,collector,host,backbone,host_active,20035.577,2.848
prefill_eager,collector,host,idle,gpu_idle,20038.425,17.056
prefill_eager,collector,host,backbone,host_active,20055.481,2.048
prefill_eager,collector,host,idle,gpu_idle,20057.529,64.673
prefill_eager,collector,host,backbone,host_active,20122.202,6.272
prefill_eager,collector,host,idle,gpu_idle,20128.474,28.0
prefill_eager,collector,host,backbone,host_active,20156.474,4.672
prefill_eager,collector,host,idle,gpu_idle,20161.146,134.69
prefill_eager,collector,host,backbone,host_active,20295.836,5.088
prefill_eager,collector,host,idle,gpu_idle,20300.924,121.313
prefill_eager,collector,host,backbone,host_active,20422.237,6.944
prefill_eager,collector,host,idle,gpu_idle,20429.181,171.425
prefill_eager,collector,host,backbone,host_active,20600.606,3.297
prefill_eager,collector,host,idle,gpu_idle,20603.903,115.841
prefill_eager,collector,host,backbone,host_active,20719.744,4.96
prefill_eager,collector,host,idle,gpu_idle,20724.704,85.344
prefill_eager,collector,host,backbone,host_active,20810.048,7.425
prefill_eager,collector,host,idle,gpu_idle,20817.473,40.064
prefill_eager,collector,host,backbone,host_active,20857.537,2.464
prefill_eager,collector,host,idle,gpu_idle,20860.001,22.848
prefill_eager,collector,host,backbone,host_active,20882.849,6.272
prefill_eager,collector,host,idle,gpu_idle,20889.121,226.146
prefill_eager,collector,host,backbone,host_active,21115.267,2.816
prefill_eager,collector,host,idle,gpu_idle,21118.083,5.12
prefill_eager,collector,host,backbone,host_active,21123.203,1.696
prefill_eager,collector,host,idle,gpu_idle,21124.899,6.912
prefill_eager,collector,host,backbone,host_active,21131.811,5.216
prefill_eager,collector,host,idle,gpu_idle,21137.027,201.986
prefill_eager,collector,host,backbone,host_active,21339.013,91.617
prefill_eager,collector,host,idle,gpu_idle,21430.63,44.705
prefill_eager,collector,host,backbone,host_active,21475.335,5.376
prefill_eager,collector,host,idle,gpu_idle,21480.711,66.88
prefill_eager,collector,host,backbone,host_active,21547.591,9.856
prefill_eager,collector,host,idle,gpu_idle,21557.447,27.393
prefill_eager,collector,host,backbone,host_active,21584.84,2.016
prefill_eager,collector,host,idle,gpu_idle,21586.856,15.552
prefill_eager,collector,host,backbone,host_active,21602.408,2.08
prefill_eager,collector,host,idle,gpu_idle,21604.488,36.736
prefill_eager,collector,host,backbone,host_active,21641.224,3.328
prefill_eager,collector,host,idle,gpu_idle,21644.552,125.089
prefill_eager,collector,host,backbone,host_active,21769.641,4.832
prefill_eager,collector,host,idle,gpu_idle,21774.473,156.898
prefill_eager,collector,host,backbone,host_active,21931.371,13.536
prefill_eager,collector,host,idle,gpu_idle,21944.907,106.753
prefill_eager,collector,host,backbone,host_active,22051.66,2.24
prefill_eager,collector,host,idle,gpu_idle,22053.9,50.304
prefill_eager,collector,host,backbone,host_active,22104.204,6.272
prefill_eager,collector,host,idle,gpu_idle,22110.476,28.257
prefill_eager,collector,host,backbone,host_active,22138.733,4.864
prefill_eager,collector,host,idle,gpu_idle,22143.597,127.489
prefill_eager,collector,host,backbone,host_active,22271.086,5.024
prefill_eager,collector,host,idle,gpu_idle,22276.11,120.545
prefill_eager,collector,host,backbone,host_active,22396.655,7.04
prefill_eager,collector,host,idle,gpu_idle,22403.695,159.234
prefill_eager,collector,host,backbone,host_active,22562.929,3.264
prefill_eager,collector,host,idle,gpu_idle,22566.193,105.793
prefill_eager,collector,host,backbone,host_active,22671.986,5.024
prefill_eager,collector,host,idle,gpu_idle,22677.01,84.609
prefill_eager,collector,host,backbone,host_active,22761.619,7.264
prefill_eager,collector,host,idle,gpu_idle,22768.883,40.544
prefill_eager,collector,host,backbone,host_active,22809.427,2.08
prefill_eager,collector,host,idle,gpu_idle,22811.507,23.904
prefill_eager,collector,host,backbone,host_active,22835.411,6.208
prefill_eager,collector,host,idle,gpu_idle,22841.619,221.186
prefill_eager,collector,host,backbone,host_active,23062.805,2.944
prefill_eager,collector,host,idle,gpu_idle,23065.749,5.184
prefill_eager,collector,host,backbone,host_active,23070.933,1.696
prefill_eager,collector,host,idle,gpu_idle,23072.629,6.944
prefill_eager,collector,host,backbone,host_active,23079.573,5.281
prefill_eager,collector,host,idle,gpu_idle,23084.854,199.649
prefill_eager,collector,host,backbone,host_active,23284.503,98.561
prefill_eager,collector,host,idle,gpu_idle,23383.064,32.353
prefill_eager,collector,host,backbone,host_active,23415.417,5.12
prefill_eager,collector,host,idle,gpu_idle,23420.537,64.704
prefill_eager,collector,host,backbone,host_active,23485.241,6.272
prefill_eager,collector,host,idle,gpu_idle,23491.513,25.089
prefill_eager,collector,host,backbone,host_active,23516.602,1.792
prefill_eager,collector,host,idle,gpu_idle,23518.394,31.584
prefill_eager,collector,host,backbone,host_active,23549.978,11.296
prefill_eager,collector,host,idle,gpu_idle,23561.274,248.898
prefill_eager,collector,host,backbone,host_active,23810.172,6.784
prefill_eager,collector,host,idle,gpu_idle,23816.956,140.386
prefill_eager,collector,host,backbone,host_active,23957.342,2.688
prefill_eager,collector,host,idle,gpu_idle,23960.03,52.896
prefill_eager,collector,host,backbone,host_active,24012.926,1.696
prefill_eager,collector,host,idle,gpu_idle,24014.622,29.76
prefill_eager,collector,host,backbone,host_active,24044.382,2.88
prefill_eager,collector,host,idle,gpu_idle,24047.262,19.329
prefill_eager,collector,host,backbone,host_active,24066.591,1.632
prefill_eager,collector,host,idle,gpu_idle,24068.223,36.928
prefill_eager,collector,host,backbone,host_active,24105.151,2.656
prefill_eager,collector,host,idle,gpu_idle,24107.807,234.242
prefill_eager,collector,host,backbone,host_active,24342.049,2.336
prefill_eager,collector,host,idle,gpu_idle,24344.385,83.809
prefill_eager,collector,host,backbone,host_active,24428.194,5.6
prefill_eager,collector,host,idle,gpu_idle,24433.794,35.328
prefill_eager,collector,host,backbone,host_active,24469.122,1.632
prefill_eager,collector,host,idle,gpu_idle,24470.754,55.905
prefill_eager,collector,host,backbone,host_active,24526.659,13.376
prefill_eager,collector,host,idle,gpu_idle,24540.035,81.473
prefill_eager,collector,host,backbone,host_active,24621.508,5.568
prefill_eager,collector,host,idle,gpu_idle,24627.076,111.841
prefill_eager,collector,host,backbone,host_active,24738.917,15.776
prefill_eager,collector,host,idle,gpu_idle,24754.693,70.209
prefill_eager,collector,host,backbone,host_active,24824.902,7.744
prefill_eager,collector,host,idle,gpu_idle,24832.646,91.201
prefill_eager,collector,host,backbone,host_active,24923.847,2.208
prefill_eager,collector,host,idle,gpu_idle,24926.055,37.824
prefill_eager,collector,host,backbone,host_active,24963.879,6.88
prefill_eager,collector,host,idle,gpu_idle,24970.759,148.737
prefill_eager,collector,host,backbone,host_active,25119.496,1.664
prefill_eager,collector,host,idle,gpu_idle,25121.16,21.473
prefill_eager,collector,host,backbone,host_active,25142.633,3.104
prefill_eager,collector,host,idle,gpu_idle,25145.737,18.048
prefill_eager,collector,host,backbone,host_active,25163.785,2.016
prefill_eager,collector,host,idle,gpu_idle,25165.801,67.2
prefill_eager,collector,host,backbone,host_active,25233.001,6.368
prefill_eager,collector,host,idle,gpu_idle,25239.369,27.873
prefill_eager,collector,host,backbone,host_active,25267.242,4.64
prefill_eager,collector,host,idle,gpu_idle,25271.882,136.801
prefill_eager,collector,host,backbone,host_active,25408.683,5.024
prefill_eager,collector,host,idle,gpu_idle,25413.707,125.313
prefill_eager,collector,host,backbone,host_active,25539.02,6.912
prefill_eager,collector,host,idle,gpu_idle,25545.932,169.186
prefill_eager,collector,host,backbone,host_active,25715.118,3.36
prefill_eager,collector,host,idle,gpu_idle,25718.478,114.945
prefill_eager,collector,host,backbone,host_active,25833.423,4.768
prefill_eager,collector,host,idle,gpu_idle,25838.191,87.649
prefill_eager,collector,host,backbone,host_active,25925.84,6.592
prefill_eager,collector,host,idle,gpu_idle,25932.432,54.784
prefill_eager,collector,host,backbone,host_active,25987.216,2.08
prefill_eager,collector,host,idle,gpu_idle,25989.296,23.585
prefill_eager,collector,host,backbone,host_active,26012.881,6.176
prefill_eager,collector,host,idle,gpu_idle,26019.057,213.73
prefill_eager,collector,host,backbone,host_active,26232.787,2.592
prefill_eager,collector,host,idle,gpu_idle,26235.379,5.376
prefill_eager,collector,host,backbone,host_active,26240.755,1.664
prefill_eager,collector,host,idle,gpu_idle,26242.419,7.232
prefill_eager,collector,host,backbone,host_active,26249.651,5.504
prefill_eager,collector,host,idle,gpu_idle,26255.155,201.762
prefill_eager,collector,host,backbone,host_active,26456.917,91.905
prefill_eager,collector,host,idle,gpu_idle,26548.822,43.008
prefill_eager,collector,host,backbone,host_active,26591.83,5.216
prefill_eager,collector,host,idle,gpu_idle,26597.046,66.273
prefill_eager,collector,host,backbone,host_active,26663.319,6.4
prefill_eager,collector,host,idle,gpu_idle,26669.719,24.928
prefill_eager,collector,host,backbone,host_active,26694.647,1.568
prefill_eager,collector,host,idle,gpu_idle,26696.215,32.672
prefill_eager,collector,host,backbone,host_active,26728.887,11.232
prefill_eager,collector,host,idle,gpu_idle,26740.119,269.603
prefill_eager,collector,host,backbone,host_active,27009.722,6.88
prefill_eager,collector,host,idle,gpu_idle,27016.602,121.953
prefill_eager,collector,host,backbone,host_active,27138.555,2.88
prefill_eager,collector,host,idle,gpu_idle,27141.435,49.857
prefill_eager,collector,host,backbone,host_active,27191.292,2.112
prefill_eager,collector,host,idle,gpu_idle,27193.404,29.088
prefill_eager,collector,host,backbone,host_active,27222.492,2.528
prefill_eager,collector,host,idle,gpu_idle,27225.02,19.68
prefill_eager,collector,host,backbone,host_active,27244.7,1.696
prefill_eager,collector,host,idle,gpu_idle,27246.396,35.712
prefill_eager,collector,host,backbone,host_active,27282.108,2.496
prefill_eager,collector,host,idle,gpu_idle,27284.604,228.291
prefill_eager,collector,host,backbone,host_active,27512.895,2.176
prefill_eager,collector,host,idle,gpu_idle,27515.071,83.04
prefill_eager,collector,host,backbone,host_active,27598.111,5.824
prefill_eager,collector,host,idle,gpu_idle,27603.935,34.625
prefill_eager,collector,host,backbone,host_active,27638.56,1.632
prefill_eager,collector,host,idle,gpu_idle,27640.192,56.736
prefill_eager,collector,host,backbone,host_active,27696.928,13.472
prefill_eager,collector,host,idle,gpu_idle,27710.4,84.513
prefill_eager,collector,host,backbone,host_active,27794.913,5.984
prefill_eager,collector,host,idle,gpu_idle,27800.897,113.377
prefill_eager,collector,host,backbone,host_active,27914.274,15.744
prefill_eager,collector,host,idle,gpu_idle,27930.018,85.793
prefill_eager,collector,host,backbone,host_active,28015.811,7.712
prefill_eager,collector,host,idle,gpu_idle,28023.523,95.713
prefill_eager,collector,host,backbone,host_active,28119.236,1.856
prefill_eager,collector,host,idle,gpu_idle,28121.092,18.24
prefill_eager,collector,host,backbone,host_active,28139.332,7.104
prefill_eager,collector,host,idle,gpu_idle,28146.436,145.698
prefill_eager,collector,host,backbone,host_active,28292.134,1.664
prefill_eager,collector,host,idle,gpu_idle,28293.798,20.864
prefill_eager,collector,host,backbone,host_active,28314.662,3.008
prefill_eager,collector,host,idle,gpu_idle,28317.67,16.48
prefill_eager,collector,host,backbone,host_active,28334.15,2.112
prefill_eager,collector,host,idle,gpu_idle,28336.262,65.089
prefill_eager,collector,host,backbone,host_active,28401.351,6.432
prefill_eager,collector,host,idle,gpu_idle,28407.783,29.6
prefill_eager,collector,host,backbone,host_active,28437.383,4.64
prefill_eager,collector,host,idle,gpu_idle,28442.023,133.313
prefill_eager,collector,host,backbone,host_active,28575.336,4.928
prefill_eager,collector,host,idle,gpu_idle,28580.264,122.018
prefill_eager,collector,host,backbone,host_active,28702.282,6.912
prefill_eager,collector,host,idle,gpu_idle,28709.194,180.129
prefill_eager,collector,host,backbone,host_active,28889.323,3.36
prefill_eager,collector,host,idle,gpu_idle,28892.683,124.065
prefill_eager,collector,host,backbone,host_active,29016.748,4.833
prefill_eager,collector,host,idle,gpu_idle,29021.581,83.872
prefill_eager,collector,host,backbone,host_active,29105.453,7.36
prefill_eager,collector,host,idle,gpu_idle,29112.813,39.041
prefill_eager,collector,host,backbone,host_active,29151.854,2.464
prefill_eager,collector,host,idle,gpu_idle,29154.318,23.36
prefill_eager,collector,host,backbone,host_active,29177.678,6.24
prefill_eager,collector,host,idle,gpu_idle,29183.918,219.138
prefill_eager,collector,host,backbone,host_active,29403.056,2.624
prefill_eager,collector,host,idle,gpu_idle,29405.68,6.016
prefill_eager,collector,host,backbone,host_active,29411.696,1.344
prefill_eager,collector,host,idle,gpu_idle,29413.04,6.88
prefill_eager,collector,host,backbone,host_active,29419.92,5.408
prefill_eager,collector,host,idle,gpu_idle,29425.328,202.178
prefill_eager,collector,host,backbone,host_active,29627.506,91.777
prefill_eager,collector,host,idle,gpu_idle,29719.283,43.136
prefill_eager,collector,host,backbone,host_active,29762.419,5.28
prefill_eager,collector,host,idle,gpu_idle,29767.699,65.441
prefill_eager,collector,host,backbone,host_active,29833.14,6.336
prefill_eager,collector,host,idle,gpu_idle,29839.476,24.896
prefill_eager,collector,host,backbone,host_active,29864.372,1.696
prefill_eager,collector,host,idle,gpu_idle,29866.068,32.161
prefill_eager,collector,host,backbone,host_active,29898.229,11.296
prefill_eager,collector,host,idle,gpu_idle,29909.525,264.93
prefill_eager,collector,host,backbone,host_active,30174.455,6.816
prefill_eager,collector,host,idle,gpu_idle,30181.271,118.337
prefill_eager,collector,host,backbone,host_active,30299.608,2.848
prefill_eager,collector,host,idle,gpu_idle,30302.456,49.377
prefill_eager,collector,host,backbone,host_active,30351.833,2.144
prefill_eager,collector,host,idle,gpu_idle,30353.977,29.152
prefill_eager,collector,host,backbone,host_active,30383.129,2.656
prefill_eager,collector,host,idle,gpu_idle,30385.785,19.168
prefill_eager,collector,host,backbone,host_active,30404.953,2.08
prefill_eager,collector,host,idle,gpu_idle,30407.033,35.777
prefill_eager,collector,host,backbone,host_active,30442.81,2.464
prefill_eager,collector,host,idle,gpu_idle,30445.274,231.074
prefill_eager,collector,host,backbone,host_active,30676.348,2.24
prefill_eager,collector,host,idle,gpu_idle,30678.588,80.705
prefill_eager,collector,host,backbone,host_active,30759.293,5.696
prefill_eager,collector,host,idle,gpu_idle,30764.989,35.168
prefill_eager,collector,host,backbone,host_active,30800.157,1.44
prefill_eager,collector,host,idle,gpu_idle,30801.597,55.361
prefill_eager,collector,host,backbone,host_active,30856.958,13.568
prefill_eager,collector,host,idle,gpu_idle,30870.526,91.52
prefill_eager,collector,host,backbone,host_active,30962.046,5.985
prefill_eager,collector,host,idle,gpu_idle,30968.031,111.329
prefill_eager,collector,host,backbone,host_active,31079.36,15.904
prefill_eager,collector,host,idle,gpu_idle,31095.264,70.688
prefill_eager,collector,host,backbone,host_active,31165.952,7.68
prefill_eager,collector,host,idle,gpu_idle,31173.632,93.697
prefill_eager,collector,host,backbone,host_active,31267.329,1.728
prefill_eager,collector,host,idle,gpu_idle,31269.057,17.696
prefill_eager,collector,host,backbone,host_active,31286.753,6.849
prefill_eager,collector,host,idle,gpu_idle,31293.602,147.073
prefill_eager,collector,host,backbone,host_active,31440.675,3.072
prefill_eager,collector,host,idle,gpu_idle,31443.747,18.72
prefill_eager,collector,host,backbone,host_active,31462.467,2.912
prefill_eager,collector,host,idle,gpu_idle,31465.379,17.472
prefill_eager,collector,host,backbone,host_active,31482.851,2.08
prefill_eager,collector,host,idle,gpu_idle,31484.931,67.745
prefill_eager,collector,host,backbone,host_active,31552.676,6.24
prefill_eager,collector,host,idle,gpu_idle,31558.916,27.136
prefill_eager,collector,host,backbone,host_active,31586.052,4.736
prefill_eager,collector,host,idle,gpu_idle,31590.788,135.01
prefill_eager,collector,host,backbone,host_active,31725.798,5.088
prefill_eager,collector,host,idle,gpu_idle,31730.886,119.585
prefill_eager,collector,host,backbone,host_active,31850.471,7.008
prefill_eager,collector,host,idle,gpu_idle,31857.479,188.418
prefill_eager,collector,host,backbone,host_active,32045.897,3.264
prefill_eager,collector,host,idle,gpu_idle,32049.161,113.281
prefill_eager,collector,host,backbone,host_active,32162.442,4.992
prefill_eager,collector,host,idle,gpu_idle,32167.434,86.336
prefill_eager,collector,host,backbone,host_active,32253.77,7.041
prefill_eager,collector,host,idle,gpu_idle,32260.811,38.976
prefill_eager,collector,host,backbone,host_active,32299.787,2.496
prefill_eager,collector,host,idle,gpu_idle,32302.283,22.496
prefill_eager,collector,host,backbone,host_active,32324.779,6.112
prefill_eager,collector,host,idle,gpu_idle,32330.891,211.906
prefill_eager,collector,host,backbone,host_active,32542.797,2.848
prefill_eager,collector,host,backbone,host_active,32550.541,1.344
prefill_eager,collector,host,idle,gpu_idle,32551.885,7.264
prefill_eager,collector,host,backbone,host_active,32559.149,5.248
prefill_eager,collector,host,idle,gpu_idle,32564.397,201.154
prefill_eager,collector,host,backbone,host_active,32765.551,92.385
prefill_eager,collector,host,idle,gpu_idle,32857.936,44.448
prefill_eager,collector,host,backbone,host_active,32902.384,5.633
prefill_eager,collector,host,idle,gpu_idle,32908.017,81.376
prefill_eager,collector,host,backbone,host_active,32989.393,9.696
prefill_eager,collector,host,idle,gpu_idle,32999.089,25.825
prefill_eager,collector,host,backbone,host_active,33024.914,1.984
prefill_eager,collector,host,idle,gpu_idle,33026.898,16.512
prefill_eager,collector,host,backbone,host_active,33043.41,1.92
prefill_eager,collector,host,idle,gpu_idle,33045.33,38.112
prefill_eager,collector,host,backbone,host_active,33083.442,3.136
prefill_eager,collector,host,idle,gpu_idle,33086.578,126.081
prefill_eager,collector,host,backbone,host_active,33212.659,4.672
prefill_eager,collector,host,idle,gpu_idle,33217.331,154.914
prefill_eager,collector,host,backbone,host_active,33372.245,13.664
prefill_eager,collector,host,idle,gpu_idle,33385.909,94.689
prefill_eager,collector,host,backbone,host_active,33480.598,2.24
prefill_eager,collector,host,idle,gpu_idle,33482.838,48.928
prefill_eager,collector,host,backbone,host_active,33531.766,6.176
prefill_eager,collector,host,idle,gpu_idle,33537.942,28.385
prefill_eager,collector,host,backbone,host_active,33566.327,4.8
prefill_eager,collector,host,idle,gpu_idle,33571.127,131.777
prefill_eager,collector,host,backbone,host_active,33702.904,5.056
prefill_eager,collector,host,idle,gpu_idle,33707.96,118.497
prefill_eager,collector,host,backbone,host_active,33826.457,6.88
prefill_eager,collector,host,idle,gpu_idle,33833.337,177.474
prefill_eager,collector,host,backbone,host_active,34010.811,3.296
prefill_eager,collector,host,idle,gpu_idle,34014.107,107.329
prefill_eager,collector,host,backbone,host_active,34121.436,4.864
prefill_eager,collector,host,idle,gpu_idle,34126.3,83.393
prefill_eager,collector,host,backbone,host_active,34209.693,7.616
prefill_eager,collector,host,idle,gpu_idle,34217.309,41.28
prefill_eager,collector,host,backbone,host_active,34258.589,2.496
prefill_eager,collector,host,idle,gpu_idle,34261.085,22.304
prefill_eager,collector,host,backbone,host_active,34283.389,6.176
prefill_eager,collector,host,idle,gpu_idle,34289.565,207.81
prefill_eager,collector,host,backbone,host_active,34497.375,2.784
prefill_eager,collector,host,idle,gpu_idle,34500.159,5.248
prefill_eager,collector,host,backbone,host_active,34505.407,1.696
prefill_eager,collector,host,idle,gpu_idle,34507.103,6.816
prefill_eager,collector,host,backbone,host_active,34513.919,5.28
prefill_eager,collector,host,idle,gpu_idle,34519.199,201.314
prefill_eager,collector,host,backbone,host_active,34720.513,91.329
prefill_eager,collector,host,idle,gpu_idle,34811.842,37.152
prefill_eager,collector,host,backbone,host_active,34848.994,5.537
prefill_eager,collector,host,idle,gpu_idle,34854.531,62.24
prefill_eager,collector,host,backbone,host_active,34916.771,6.336
prefill_eager,collector,host,idle,gpu_idle,34923.107,40.833
prefill_eager,collector,host,backbone,host_active,34963.94,1.792
prefill_eager,collector,host,idle,gpu_idle,34965.732,32.192
prefill_eager,collector,host,backbone,host_active,34997.924,11.744
prefill_eager,collector,host,idle,gpu_idle,35009.668,248.578
prefill_eager,collector,host,backbone,host_active,35258.246,6.944
prefill_eager,collector,host,idle,gpu_idle,35265.19,123.009
prefill_eager,collector,host,backbone,host_active,35388.199,2.721
prefill_eager,collector,host,idle,gpu_idle,35390.92,50.08
prefill_eager,collector,host,backbone,host_active,35441.0,1.696
prefill_eager,collector,host,idle,gpu_idle,35442.696,30.336
prefill_eager,collector,host,backbone,host_active,35473.032,2.752
prefill_eager,collector,host,idle,gpu_idle,35475.784,20.128
prefill_eager,collector,host,backbone,host_active,35495.912,2.048
prefill_eager,collector,host,idle,gpu_idle,35497.96,35.873
prefill_eager,collector,host,backbone,host_active,35533.833,2.656
prefill_eager,collector,host,idle,gpu_idle,35536.489,235.81
prefill_eager,collector,host,backbone,host_active,35772.299,2.24
prefill_eager,collector,host,idle,gpu_idle,35774.539,84.705
prefill_eager,collector,host,backbone,host_active,35859.244,5.6
prefill_eager,collector,host,idle,gpu_idle,35864.844,35.232
prefill_eager,collector,host,backbone,host_active,35900.076,1.472
prefill_eager,collector,host,idle,gpu_idle,35901.548,68.609
prefill_eager,collector,host,backbone,host_active,35970.157,13.504
prefill_eager,collector,host,idle,gpu_idle,35983.661,82.945
prefill_eager,collector,host,backbone,host_active,36066.606,5.536
prefill_eager,collector,host,idle,gpu_idle,36072.142,109.889
prefill_eager,collector,host,backbone,host_active,36182.031,15.712
prefill_eager,collector,host,idle,gpu_idle,36197.743,69.249
prefill_eager,collector,host,backbone,host_active,36266.992,7.712
prefill_eager,collector,host,idle,gpu_idle,36274.704,94.209
prefill_eager,collector,host,backbone,host_active,36368.913,2.048
prefill_eager,collector,host,idle,gpu_idle,36370.961,17.12
prefill_eager,collector,host,backbone,host_active,36388.081,7.168
prefill_eager,collector,host,idle,gpu_idle,36395.249,147.105
prefill_eager,collector,host,backbone,host_active,36542.354,1.664
prefill_eager,collector,host,idle,gpu_idle,36544.018,20.544
prefill_eager,collector,host,backbone,host_active,36564.562,2.816
prefill_eager,collector,host,idle,gpu_idle,36567.378,17.121
prefill_eager,collector,host,backbone,host_active,36584.499,1.984
prefill_eager,collector,host,idle,gpu_idle,36586.483,67.392
prefill_eager,collector,host,backbone,host_active,36653.875,6.208
prefill_eager,collector,host,idle,gpu_idle,36660.083,27.937
prefill_eager,collector,host,backbone,host_active,36688.02,4.96
prefill_eager,collector,host,idle,gpu_idle,36692.98,137.025
prefill_eager,collector,host,backbone,host_active,36830.005,4.992
prefill_eager,collector,host,idle,gpu_idle,36834.997,133.505
prefill_eager,collector,host,backbone,host_active,36968.502,6.848
prefill_eager,collector,host,idle,gpu_idle,36975.35,172.386
prefill_eager,collector,host,backbone,host_active,37147.736,3.328
prefill_eager,collector,host,idle,gpu_idle,37151.064,107.521
prefill_eager,collector,host,backbone,host_active,37258.585,5.024
prefill_eager,collector,host,idle,gpu_idle,37263.609,84.097
prefill_eager,collector,host,backbone,host_active,37347.706,7.424
prefill_eager,collector,host,idle,gpu_idle,37355.13,39.68
prefill_eager,collector,host,backbone,host_active,37394.81,2.112
prefill_eager,collector,host,idle,gpu_idle,37396.922,22.752
prefill_eager,collector,host,backbone,host_active,37419.674,6.112
prefill_eager,collector,host,idle,gpu_idle,37425.786,213.186
prefill_eager,collector,host,backbone,host_active,37638.972,2.816
prefill_eager,collector,host,idle,gpu_idle,37641.788,5.312
prefill_eager,collector,host,backbone,host_active,37647.1,1.696
prefill_eager,collector,host,idle,gpu_idle,37648.796,6.976
prefill_eager,collector,host,backbone,host_active,37655.772,5.377
prefill_eager,collector,host,idle,gpu_idle,37661.149,203.009
prefill_eager,collector,host,backbone,host_active,37864.158,91.297
prefill_eager,collector,host,idle,gpu_idle,37955.455,58.785
prefill_eager,collector,host,backbone,host_active,38014.24,5.184
prefill_eager,collector,host,idle,gpu_idle,38019.424,69.793
prefill_eager,collector,host,backbone,host_active,38089.217,6.4
prefill_eager,collector,host,idle,gpu_idle,38095.617,26.048
prefill_eager,collector,host,backbone,host_active,38121.665,1.792
prefill_eager,collector,host,idle,gpu_idle,38123.457,31.744
prefill_eager,collector,host,backbone,host_active,38155.201,11.264
prefill_eager,collector,host,idle,gpu_idle,38166.465,251.011
prefill_eager,collector,host,backbone,host_active,38417.476,6.752
prefill_eager,collector,host,idle,gpu_idle,38424.228,120.641
prefill_eager,collector,host,backbone,host_active,38544.869,2.944
prefill_eager,collector,host,idle,gpu_idle,38547.813,48.128
prefill_eager,collector,host,backbone,host_active,38595.941,1.696
prefill_eager,collector,host,idle,gpu_idle,38597.637,29.248
prefill_eager,collector,host,backbone,host_active,38626.885,2.593
prefill_eager,collector,host,idle,gpu_idle,38629.478,19.552
prefill_eager,collector,host,backbone,host_active,38649.03,1.696
prefill_eager,collector,host,idle,gpu_idle,38650.726,35.456
prefill_eager,collector,host,backbone,host_active,38686.182,2.464
prefill_eager,collector,host,idle,gpu_idle,38688.646,227.97
prefill_eager,collector,host,backbone,host_active,38916.616,2.24
prefill_eager,collector,host,idle,gpu_idle,38918.856,98.433
prefill_eager,collector,host,backbone,host_active,39017.289,5.664
prefill_eager,collector,host,idle,gpu_idle,39022.953,36.096
prefill_eager,collector,host,backbone,host_active,39059.049,1.633
prefill_eager,collector,host,idle,gpu_idle,39060.682,55.552
prefill_eager,collector,host,backbone,host_active,39116.234,13.504
prefill_eager,collector,host,idle,gpu_idle,39129.738,82.849
prefill_eager,collector,host,backbone,host_active,39212.587,5.504
prefill_eager,collector,host,idle,gpu_idle,39218.091,112.513
prefill_eager,collector,host,backbone,host_active,39330.604,15.616
prefill_eager,collector,host,idle,gpu_idle,39346.22,71.425
prefill_eager,collector,host,backbone,host_active,39417.645,7.648
prefill_eager,collector,host,idle,gpu_idle,39425.293,93.377
prefill_eager,collector,host,backbone,host_active,39518.67,1.856
prefill_eager,collector,host,idle,gpu_idle,39520.526,17.504
prefill_eager,collector,host,backbone,host_active,39538.03,7.008
prefill_eager,collector,host,idle,gpu_idle,39545.038,144.897
prefill_eager,collector,host,backbone,host_active,39689.935,1.632
prefill_eager,collector,host,idle,gpu_idle,39691.567,20.705
prefill_eager,collector,host,backbone,host_active,39712.272,2.944
prefill_eager,collector,host,idle,gpu_idle,39715.216,16.512
prefill_eager,collector,host,backbone,host_active,39731.728,1.984
prefill_eager,collector,host,idle,gpu_idle,39733.712,65.952
prefill_eager,collector,host,backbone,host_active,39799.664,6.368
prefill_eager,collector,host,idle,gpu_idle,39806.032,27.905
prefill_eager,collector,host,backbone,host_active,39833.937,4.64
prefill_eager,collector,host,idle,gpu_idle,39838.577,148.225
prefill_eager,collector,host,backbone,host_active,39986.802,4.96
prefill_eager,collector,host,idle,gpu_idle,39991.762,121.793
prefill_eager,collector,host,backbone,host_active,40113.555,7.008
